 Category,Product/Tool,Short Update,Long Update,Document Link,Example Link,Release
Analytics,SAS Risk Modeling,New Pricing Optimization node for Data Preprocessing in SAS Dynamic Acturial Modeling Workflows,The Pricing Optimization node is a Data Preprocessing node that can be incorporated into a dynamic actuarial modeling workflow. This node attempts finding the most advantageous pricing strategy for insurance renewals. The node can be used to optimize multiple metrics.,https://go.documentation.sas.com/doc/en/capcdc/v_020/vdmmlcdc/vdmmlref/n1hu8b78i0me1an1qua5pgh05wf8.htm,https://go.documentation.sas.com/doc/en/capcdc/v_020/vdmmlcdc/vdmmlref/n1hu8b78i0me1an1qua5pgh05wf8.htm,202304
Analytics,SAS Event Stream Processing,Ability to Convert a Lua Window or a Python Window to a Custom Window,When a project is part of a project package, and the project contains a Lua window or a Python window, you can convert that window to a custom window. Converting a window can be a more convenient way to create a custom window than creating a custom window from scratch,https://go.documentation.sas.com/doc/en/espcdc/v_063/espstudio/n1s1yakz9sl8upn1h9w2w7ba2mao.htm#n16uk5gwvwrphyn1qe76p73nbzb7,https://go.documentation.sas.com/doc/en/espcdc/v_063/espstudio/n1s1yakz9sl8upn1h9w2w7ba2mao.htm#n16uk5gwvwrphyn1qe76p73nbzb7,202508
Analytics,SAS Event Stream Processing,Logger Custom Window,The Logger custom window has been added to the SAS Event Stream Processing Studio Custom Windows GitHub. This custom window uses Lua and provides an easy way to debug the SAS Event Stream Processing event flow, especially in remote environments where there is no access to the input data sources and to the output data,https://github.com/sassoftware/esp-studio-custom-windows/tree/main/Logger,https://github.com/sassoftware/esp-studio-custom-windows/tree/main/Logger,202508
Analytics,SAS Event Stream Processing,Warm-Up Events for ONNX Models,When a Score window processes events from an ONNX model, it can take a while to process the first few events and a backlog of events might be created. You can use the new warmup-steps element to specify model warm-up steps in the Model Reader window,https://go.documentation.sas.com/doc/en/espcdc/v_063/espan/p1hftm0oss1q3pn1stdkzrqjhdjo.htm#n0t4cmhfaupoe9n1mwmz0mz8xym4,https://go.documentation.sas.com/doc/en/espcdc/v_063/espan/p1hftm0oss1q3pn1stdkzrqjhdjo.htm#n0t4cmhfaupoe9n1mwmz0mz8xym4,202508
Analytics,SAS Event Stream Processing,Voice Transcription with ONNX Example,A voice transcription example that uses the OpenAI Whisper ONNX model has been added to SAS Event Stream Processing Studio Examples GitHub. You can access this example from SAS Event Stream Processing Studio: click View example projects on the Projects page and select Voice Transcription with ONNX,https://github.com/sassoftware/esp-studio-examples/tree/main/Advanced/onnx_voice_transcription,https://github.com/sassoftware/esp-studio-examples/tree/main/Advanced/onnx_voice_transcription,202506
Analytics,SAS Event Stream Processing,Update to the Pose Estimation with ONNX Example,The Pose Estimation with ONNX example has been updated so that the model's w_annotate window now uses the Computer Vision Annotation custom window,https://github.com/sassoftware/esp-studio-examples/tree/main/Advanced/onnx_pose_estimation#w_annotate,https://github.com/sassoftware/esp-studio-examples/tree/main/Advanced/onnx_pose_estimation#w_annotate,202506
Analytics,SAS Event Stream Processing,Update to the Computer Vision with ONNX Example,The Computer Vision with ONNX example has been updated so that the model's w_annotate window now uses the Computer Vision Annotation custom window,https://github.com/sassoftware/esp-studio-examples/tree/main/Advanced/onnx_object_detection#w_annotate,https://github.com/sassoftware/esp-studio-examples/tree/main/Advanced/onnx_object_detection#w_annotate,202506
Analytics,SAS Event Stream Processing,Shewhart Individuals Control Charts,When you are working with online models, you can now use Shewhart individuals control charts, which are used for charting individual measured values over time,https://go.documentation.sas.com/doc/en/espcdc/v_061/espan/n1w1pi194chzxzn1exk15emfa702.htm#p01060scdxhfegn1evg7f2cfat41,https://go.documentation.sas.com/doc/en/espcdc/v_061/espan/n1w1pi194chzxzn1exk15emfa702.htm#p01060scdxhfegn1evg7f2cfat41,202506
Analytics,SAS Event Stream Processing,Enhancements to Using the recommenderKnn Algorithm in the Train Window,There are two new options for initializing the recommenderKnn algorithm in the Train window. You can now load pre-trained models into the Train window when you are using the recommenderKnn algorithm or you can train the model with prior data before it is used for online training and scoring,https://go.documentation.sas.com/doc/en/espcdc/v_060/espan/p1c2av2pt36p8gn10b0lqtwwx3z9.htm,https://go.documentation.sas.com/doc/en/espcdc/v_060/espan/p1c2av2pt36p8gn10b0lqtwwx3z9.htm,202505
Analytics,SAS Event Stream Processing,New Attribute for Referencing a Lua or Python Code File,In a Lua window or a Python window, you can use the file attribute of the code element to reference Lua or Python code that is in an external file,https://documentation.sas.com/doc/en/espcdc/v_059/espxmllang/p07r4886999542n1v9wyzkyr0e9r.htm#n0i91egqszwj5wn1q8b7e90q9qsp,https://documentation.sas.com/doc/en/espcdc/v_059/espxmllang/p07r4886999542n1v9wyzkyr0e9r.htm#n0i91egqszwj5wn1q8b7e90q9qsp,202504
Analytics,SAS Event Stream Processing,k-Nearest Neighbors (KNN) Algorithm Accepts Explicit Feedback,The KNN algorithm that is used by SAS Event Stream Processing for recommendations now accepts implicit or explicit user feedback. Previously the KNN algorithm accepted implicit feedback,https://documentation.sas.com/doc/en/espcdc/v_059/espan/p1c2av2pt36p8gn10b0lqtwwx3z9.htm#p0cg2qk7s8npqjn1ciythizuifey,https://documentation.sas.com/doc/en/espcdc/v_059/espan/p1c2av2pt36p8gn10b0lqtwwx3z9.htm#p0cg2qk7s8npqjn1ciythizuifey,202504
Analytics,SAS Event Stream Processing,Exponentially Weighted Moving Average (EWMA) Control Charts,When you are working with online models, you can now use EWMA control charts. EWMA control charts are used to monitor variables when small process shifts are of interest,https://documentation.sas.com/doc/en/espcdc/v_059/espan/n1w1pi194chzxzn1exk15emfa702.htm#n12x5v20pgl9osn1v7t5w39pryii,https://documentation.sas.com/doc/en/espcdc/v_059/espan/n1w1pi194chzxzn1exk15emfa702.htm#n12x5v20pgl9osn1v7t5w39pryii,202504
Analytics,SAS Event Stream Processing,New Morphological Operations Algorithm,The morphological operations algorithm enables you to analyze and extract geometric structures from digital images. These operations are particularly effective in pre-processing tasks and can be applied to both gray scale and binary images,https://go.documentation.sas.com/doc/en/espcdc/v_058/espan/n1t952h2oua0nln1deecyv2gujex.htm#n1s9cyo9r5m274n1wzoonkfue8nr,https://go.documentation.sas.com/doc/en/espcdc/v_058/espan/n1t952h2oua0nln1deecyv2gujex.htm#n1s9cyo9r5m274n1wzoonkfue8nr,202503
Analytics,SAS Event Stream Processing,ByteTrack Method Available in Object Tracker Windows,The Object Tracker window now enables you to use the ByteTrack tracking-by-detection method. Previously only the intersection-over-union (IOU) method was available,https://go.documentation.sas.com/doc/en/espcdc/v_057/espcreatewindows/p0jsgd7e0fa40ln16wxod1qpj9d2.htm#n1xe73kilw1gt3n1jntjbqrk8zo1,https://go.documentation.sas.com/doc/en/espcdc/v_057/espcreatewindows/p0jsgd7e0fa40ln16wxod1qpj9d2.htm#n1xe73kilw1gt3n1jntjbqrk8zo1,202502
Analytics,SAS Event Stream Processing,Ability to Create Custom Windows,Custom windows enable a developer to define new window types that users can easily add to their projects,https://go.documentation.sas.com/doc/en/espcdc/v_057/espcreatewindows/p1e2lkph7tr1u0n1pan9g8mgyezi.htm,https://github.com/sassoftware/esp-studio-custom-windows,202502
Analytics,SAS Event Stream Processing,New Two-Dimensional Convolution Algorithm,SAS Event Stream Processing now provides two-dimensional (2-D) convolution, which involves convolving a single-channel input image with a user-specified kernel,https://go.documentation.sas.com/doc/en/espcdc/v_054/espan/n1t952h2oua0nln1deecyv2gujex.htm#p0a9gqogs6q43kn1nj2kfe58wpat,https://go.documentation.sas.com/doc/en/espcdc/v_054/espan/n1t952h2oua0nln1deecyv2gujex.htm#p0a9gqogs6q43kn1nj2kfe58wpat,202411
Analytics,SAS Event Stream Processing,New Mahalanobis-Taguchi System (MTS) Method,AS Event Stream Processing now provides the Mahalanobis-Taguchi System (MTS), which is a multivariate statistical method that is used for pattern recognition and diagnosis,https://go.documentation.sas.com/doc/en/espcdc/v_053/espan/n0jveogr5iwzyxn1w7imhj73d4zf.htm#p0gc7y68xk3hswn1a2pvgk0vit0v,https://go.documentation.sas.com/doc/en/espcdc/v_053/espan/n0jveogr5iwzyxn1w7imhj73d4zf.htm#p0gc7y68xk3hswn1a2pvgk0vit0v,202410
Analytics,SAS Event Stream Processing,Enhancement to Subspace Tracking (SST),Subspace tracking (SST) is a method used in signal processing and data analysis to monitor and update the lower-dimensional space (subspace) that best represents a set of data that is evolving over time. The computation of SST has been expanded through the use of multiple principal component vectors,https://go.documentation.sas.com/doc/en/espcdc/v_053/espan/n034ho5r1hbu2rn18m68ywshnuq5.htm#p0dv9t241gp1ptn13vo75aol2d1b,https://go.documentation.sas.com/doc/en/espcdc/v_053/espan/n034ho5r1hbu2rn18m68ywshnuq5.htm#p0dv9t241gp1ptn13vo75aol2d1b,202410
Analytics,SAS Event Stream Processing,Enhancement to Recommender Systems,SAS Event Stream Processing now uses an adaptation of the inverted index base (IIB) k-nearest neighbors (KNN) algorithm for recommendations based on implicit user feedback,https://go.documentation.sas.com/doc/en/espcdc/v_052/espan/p1c2av2pt36p8gn10b0lqtwwx3z9.htm#p0cg2qk7s8npqjn1ciythizuifey,https://go.documentation.sas.com/doc/en/espcdc/v_052/espan/p1c2av2pt36p8gn10b0lqtwwx3z9.htm#p0cg2qk7s8npqjn1ciythizuifey,202409
Analytics,SAS Event Stream Processing,New Motion Detection Algorithm,SAS Event Stream Processing now provides a motion detection algorithm that analyzes an input image and determines whether motion has occurred,https://go.documentation.sas.com/doc/en/espcdc/v_050/espan/n1t952h2oua0nln1deecyv2gujex.htm#n19sjyop83mnqdn1b0t5blc7u48l,https://go.documentation.sas.com/doc/en/espcdc/v_050/espan/n1t952h2oua0nln1deecyv2gujex.htm#n19sjyop83mnqdn1b0t5blc7u48l,202407
Analytics,SAS Event Stream Processing,New Cumulative Sum (CUSUM) Charts,SAS Event Stream Processing now provides a CUSUM chart that plots the cumulative sums of the deviations of sample values from a target value,https://go.documentation.sas.com/doc/en/espcdc/v_050/espan/n1w1pi194chzxzn1exk15emfa702.htm#n1ku031jxrsbjln1ttui0rt43p0s,https://go.documentation.sas.com/doc/en/espcdc/v_050/espan/n1w1pi194chzxzn1exk15emfa702.htm#n1ku031jxrsbjln1ttui0rt43p0s,202407
Analytics,SAS Event Stream Processing,New Comparison Functions Added to Distribution-Based Change Detection,The methods of distribution-based change detection identify a change in parameter values in the distribution of data over time. New comparison functions to use with these methods are now available for change detection,https://go.documentation.sas.com/doc/en/espcdc/v_050/espan/n0jveogr5iwzyxn1w7imhj73d4zf.htm#p1pda8thx3npgnn1ntnb37fvtha9,https://go.documentation.sas.com/doc/en/espcdc/v_050/espan/n0jveogr5iwzyxn1w7imhj73d4zf.htm#p1pda8thx3npgnn1ntnb37fvtha9,202407
Analytics,SAS Event Stream Processing,New Example: ONNX Model That Uses Pose Estimation,Pose estimation is a computer vision technique to recognize and categorize the positions of a human body. A new example demonstrates how you can use an ONNX model that applies pose estimation to detect keypoints of a person in an incoming video stream,https://github.com/sassoftware/esp-studio-examples/tree/main/Advanced/onnx_pose_estimation,https://github.com/sassoftware/esp-studio-examples/tree/main/Advanced/onnx_pose_estimation,202406
Analytics,SAS Event Stream Processing,Use of Python Programs in Pattern Windows,SAS Event Stream Processing now enables the use of Python programs in Pattern windows to specify Events of Interest (EOIs) and output functions,https://documentation.sas.com/doc/en/espcdc/v_046/espcreatewindows/n1rj6nmwuzuxisn12tjeu0o336tt.htm#p1jnlh8axicxzzn1rowpnua01fs0,https://documentation.sas.com/doc/en/espcdc/v_046/espcreatewindows/n1rj6nmwuzuxisn12tjeu0o336tt.htm#p1jnlh8axicxzzn1rowpnua01fs0,202403
Analytics,SAS Event Stream Processing,New Distribution-Based Change Detection Methods,SAS Event Stream Processing now provides distribution-based change detection methods, which compare probability distributions of data over time in order to identify significant variation between them,https://documentation.sas.com/doc/en/espcdc/v_046/espan/n0jveogr5iwzyxn1w7imhj73d4zf.htm#p122x9pvd1313an1t1qvxu2st1dp,https://documentation.sas.com/doc/en/espcdc/v_046/espan/n0jveogr5iwzyxn1w7imhj73d4zf.htm#p122x9pvd1313an1t1qvxu2st1dp,202403
Analytics,SAS Event Stream Processing,Python modules can now be written at the project level,Python modules can now be written at the project level. You can import these modules into any Python entity in the project by using the name of the module,https://go.documentation.sas.com/doc/en/espcdc/v_045/espcreatewindows/p0vztmx09ct57mn1dr6h3hwxw38k.htm,https://go.documentation.sas.com/doc/en/espcdc/v_045/espcreatewindows/p0vztmx09ct57mn1dr6h3hwxw38k.htm,202402
Analytics,SAS Event Stream Processing,Python code snippets can now be written at the project level for reference by any Python entity within the project,Python code snippets can now be written at the project level for reference by any Python entity within the project,https://go.documentation.sas.com/doc/en/espcdc/v_045/espcreatewindows/n0chyslei2xg23n1a48aht2tmmdj.htm,https://go.documentation.sas.com/doc/en/espcdc/v_045/espcreatewindows/n0chyslei2xg23n1a48aht2tmmdj.htm,202402
Analytics,SAS Event Stream Processing,New Python Window,A new Python window enables you to create SAS Event Stream Processing events with functions in Python programs,https://documentation.sas.com/doc/en/espcdc/v_043/espcreatewindows/p0e7tn8o6onj93n11vu60llatasz.htm,https://documentation.sas.com/doc/en/espcdc/v_043/espcreatewindows/p0e7tn8o6onj93n11vu60llatasz.htm,202312
Analytics,SAS Event Stream Processing,New Pre-processing Capabilities within a Model Reader Window,You can now specify model pre-processing steps directly within a Model Reader window.,https://go.documentation.sas.com/doc/en/espcdc/v_042/espan/n0jsa0omxyf6m4n1ava0ekx1bli4.htm,https://go.documentation.sas.com/doc/en/espcdc/v_042/espan/n0jsa0omxyf6m4n1ava0ekx1bli4.htm,202311
Analytics,SAS Event Stream Processing,Enhancement to Managing Project Packages,In SAS Event Stream Processing Studio, the Project Package pane now enables you to edit files that are included in a project package. Previously you could view files but not edit them. This functionality is available for selected file types.,https://go.documentation.sas.com/doc/en/espcdc/v_042/espstudio/p1wnllr0153uc8n1kfd2556atod3.htm#p0fxvnocx12gvln1tjcckdrod27v,https://go.documentation.sas.com/doc/en/espcdc/v_042/espstudio/p1wnllr0153uc8n1kfd2556atod3.htm#p0fxvnocx12gvln1tjcckdrod27v,202311
Analytics,SAS Event Stream Processing,Support for Models from Deep Learning Model Zoos,You now can use models from a model zoo with SAS Event Stream Processing.,https://go.documentation.sas.com/doc/en/espcdc/v_039/espan/n0zcq6sv14j5n6n1h0qigvlwr5i4.htm,https://go.documentation.sas.com/doc/en/espcdc/v_039/espan/p08na1smxiwxt2n16ghyumc6geds.htm,202308
Analytics,SAS Event Stream Processing,New Measures for Change Detection,SAS Event Stream Processing now provides four measures for change detection: Kullback-Leibler divergence (KL divergence), KL divergence difference, Earth Mover Distance, and Energy Distance.,https://go.documentation.sas.com/doc/en/espcdc/v_039/espan/n0jveogr5iwzyxn1w7imhj73d4zf.htm#p0fydwd77vhobwn1c4c89qbv6r7f.htm,https://go.documentation.sas.com/doc/en/espcdc/v_039/espan/n0jveogr5iwzyxn1w7imhj73d4zf.htm#p0fydwd77vhobwn1c4c89qbv6r7f.htm,202308
Analytics,SAS Event Stream Processing,Restriction to Use of Lua Functions,Lua code that is executed by a Lua entity within a project can include any function that is provided in the standard Lua libraries with the following two exceptions: os.execute and io.popen. The use of either of these functions results in a run-time error, which prevents a project from being loaded.,https://go.documentation.sas.com/doc/en/espcdc/v_038/espwn/n1fcgbtrxibnmyn1uhah9l3qfgf4.htm,https://go.documentation.sas.com/doc/en/espcdc/v_038/espwn/n1fcgbtrxibnmyn1uhah9l3qfgf4.htm,202307
Analytics,SAS Event Stream Processing,New Median Filter-Based Control Chart,Median filter-based control charts enable you to monitor the quality of a manufacturing or an industrial process over time. Data is collected on the monitored process at specified intervals.,https://go.documentation.sas.com/doc/en/espcdc/v_038/espan/n1w1pi194chzxzn1exk15emfa702.htm#p12bwjs1lfzgbgn1h5y1z2bx77pg,https://go.documentation.sas.com/doc/en/espcdc/v_038/espan/n1w1pi194chzxzn1exk15emfa702.htm#p12bwjs1lfzgbgn1h5y1z2bx77pg,202307
Analytics,SAS Event Stream Processing,New Dynamic Bayesian Networks Plug-in,SAS Event Stream Processing now provides a plug-in that enables you to use dynamic Bayesian networks to compute the evolution of beliefs in hidden variables over time.,https://go.documentation.sas.com/doc/en/espcdc/v_038/espan/n1a24zmowg07opn1ul03ulh6g23c.htm#n0b0xfxr7vcdobn1fp68cep9rzvw,https://go.documentation.sas.com/doc/en/espcdc/v_038/espan/n1a24zmowg07opn1ul03ulh6g23c.htm#n0b0xfxr7vcdobn1fp68cep9rzvw,202307
Analytics,SAS Event Stream Processing,New Ability to Clear the History of the Object Tracker Window,You can now specify under what conditions the history of the Object Tracker window should be cleared so that subsequent tracking can proceed in a fresh state.,https://go.documentation.sas.com/doc/en/espcdc/v_038/espcreatewindows/p0jsgd7e0fa40ln16wxod1qpj9d2.htm#n1wwwgtzun6frhn1ioku9rp33uoe,https://go.documentation.sas.com/doc/en/espcdc/v_038/espcreatewindows/p0jsgd7e0fa40ln16wxod1qpj9d2.htm#n1wwwgtzun6frhn1ioku9rp33uoe,202307
Analytics,SAS Event Stream Processing,Support for CUDA 11,CUDA (Compute Unified Device Architecture) enables hardware accelerated computation on NVIDIA CUDA-enabled GPUs. SAS Event Stream Processing now supports CUDA 11.,https://go.documentation.sas.com/doc/en/espcdc/v_037/espan/n04g09la3oqh59n0zls2jzllfgyf.htm,https://go.documentation.sas.com/doc/en/espcdc/v_037/espan/n04g09la3oqh59n0zls2jzllfgyf.htm,202306
Analytics,SAS Event Stream Processing,Image Processing Enables Numeric Variables in Output,The image processing algorithm now enables you to include a comma-separated list of numeric parameter names in output.,https://go.documentation.sas.com/doc/en/espcdc/v_035/espan/n1t952h2oua0nln1deecyv2gujex.htm#n0so5fofqplmpvn1smjs5b2anant,https://go.documentation.sas.com/doc/en/espcdc/v_035/espan/n1t952h2oua0nln1deecyv2gujex.htm#n0so5fofqplmpvn1smjs5b2anant,202304
Analytics,SAS Event Stream Processing,Connected Component Labeling Has New Parameters,Connected Component Labeling (CCL) now provides parameters to specify the size of the bounding box and the sorting flag.,https://go.documentation.sas.com/doc/en/espcdc/v_035/espan/n1t952h2oua0nln1deecyv2gujex.htm#n08ieu2dzflv7wn1in0m7hsthmd0,https://go.documentation.sas.com/doc/en/espcdc/v_035/espan/n1t952h2oua0nln1deecyv2gujex.htm#n08ieu2dzflv7wn1in0m7hsthmd0,202304
Analytics,SAS Visual Text Analytics,Enhancement to PROC: TEXTPROFILE,The BIGRAMRATIO option specifies the sample ratio of the input data set for the token bigram analysis. By default, a sample proportion of 0.2 is used for the input data set. The OUTTOLIBRARY option specifies an existing library to automatically save all output tables generated by the TEXTPROFILE procedure. These tables can be directly used for similarity analysis between two data sets,https://go.documentation.sas.com/doc/en/pgmsascdc/v_066/casvta/casvta_textprofile_syntax01.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_066/casvta/casvta_textprofile_syntax01.htm,202508
Analytics,SAS Visual Text Analytics,The Match type option that specifies an input match type for the Concepts node,The Match type option that specifies an input match type for the Concepts node,https://go.documentation.sas.com/doc/en/capcdc/v_033/ctxtcdc/ctxtug/n07k3zxmbtvzuan1wmx6e7u09nn3.htm,https://go.documentation.sas.com/doc/en/capcdc/v_033/ctxtcdc/ctxtug/n07k3zxmbtvzuan1wmx6e7u09nn3.htm,202508
Analytics,SAS Visual Text Analytics,Enhancement to PROC: TEXTMINE, TOPICDECISION option for the SVD statement,the TOPICDECISION option for the SVD statement in the TEXTMINE procedure. The TOPICDECISION option computes a 0-1 topic membership decision for each document relative to each topic and adds the variables containing these decisions to the OUTDOCPRO= table,https://go.documentation.sas.com/doc/en/pgmsascdc/v_064/casvta/casvta_textmine_syntax07.htm#casvta.textmine.svd_topicdecision,https://go.documentation.sas.com/doc/en/pgmsascdc/v_064/casvta/casvta_textmine_syntax07.htm#casvta.textmine.svd_topicdecision,202506
Analytics,SAS Visual Text Analytics,The ability to provide an alternate name for a custom concept or category,Beginning with 2025.06, you can add an alternate name in the Alternate name field to provide a description for a custom concept,https://go.documentation.sas.com/doc/en/capcdc/v_033/ctxtcdc/ctxtug/p1hod41pb7xpwzn14exrisd61rnp.htm#n1nacfduwer2qpn1msxcsaga9b7n,https://go.documentation.sas.com/doc/en/capcdc/v_033/ctxtcdc/ctxtug/p0ardt2s3i6myvn1ny1c3h5n7iiv.htm#n0c4hjww14gcnin1txvt0t2ebqfz,202506
Analytics,SAS Visual Text Analytics,Enhancement to the Concept node: a new Chunk Size option,A new Chunk Size option for the Concepts node to specify whether to split an input document into chunks.  You can specify the size of the chunks. Splitting an input document into chunks can decrease the time that it takes the Concepts node to run,https://go.documentation.sas.com/doc/en/ctxtcdc/v_023/ctxtug/n07k3zxmbtvzuan1wmx6e7u09nn3.htm,https://go.documentation.sas.com/doc/en/ctxtcdc/v_023/ctxtug/n07k3zxmbtvzuan1wmx6e7u09nn3.htm,202504
Analytics,SAS Visual Text Analytics,New Proc: TRANSCRIPTERROR,The TRANSCRIPTERROR procedure matches the hypothetical word sequences from an input hypothesis table to the true word sequences from an input reference table in order to measure the performance of a speech recognition system,https://go.documentation.sas.com/doc/en/pgmsascdc/v_062/casvta/casvta_transcripterror_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_062/casvta/casvta_transcripterror_toc.htm,202504
Analytics,SAS Visual Text Analytics,New Proc: TRANSCRIPT,The TRANSCRIPT procedure transcribes audio input in Waveform Audio File (WAV) format by using the acoustic model and the language model that you specify,https://go.documentation.sas.com/doc/en/pgmsascdc/v_062/casvta/casvta_transcript_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_062/casvta/casvta_transcript_toc.htm,202504
Analytics,SAS Visual Text Analytics,New Proc: TEXTBERT,The TEXTBERT procedure is designed to perform text classification by using a deep learning model. It uses transfer learning to fine-tune a classification model that is based on bidirectional encoder representations from transformers (BERT) with labeled textual input for training,https://go.documentation.sas.com/doc/en/pgmsascdc/v_062/casvta/casvta_textbert_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_062/casvta/casvta_textbert_toc.htm,202504
Analytics,SAS Visual Text Analytics,New Proc: BUILDINDEX,The BUILDINDEX procedure enables you to construct an index that is based on a specified schema. A schema provides information about each variable in an index, where each variable is represented by a column in the index,https://go.documentation.sas.com/doc/en/pgmsascdc/v_060/casvta/casvta_buildindex_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_060/casvta/casvta_buildindex_examples01.htm,202502
Analytics,SAS Visual Text Analytics,New Proc: SEARCHINDEX, The SEARCHINDEX procedure searches for a query against an index table and retrieves records that are relevant to that query. The query consists of one to three conditions: keyword, match, and filter. The keyword condition finds specific keywords from text variables. The match condition finds records that have an exact value for the specified variable. The filter condition provides a range for a numerical variable to subset the results,https://go.documentation.sas.com/doc/en/pgmsascdc/v_060/casvta/casvta_searchindex_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_060/casvta/casvta_searchindex_examples01.htm,202502
Analytics,SAS Visual Text Analytics,New Proc: GETINDEXSCHEMA,The GETINDEXSCHEMA procedure gets the schema from an existing index table,https://go.documentation.sas.com/doc/en/pgmsascdc/v_060/casvta/casvta_getindexschema_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_060/casvta/casvta_getindexschema_examples01.htm,202502
Analytics,SAS Visual Text Analytics,Enhancement to Actions: a new litiChunkSize parameter for the applyConcept, exportTextModel, and tpParse actions,a new litiChunkSize parameter for the applyConcept, exportTextModel, and tpParse actions. Previous versions of SAS Visual Text Analytics used 32-kilobyte chunks when processing a document. The litiChunkSize parameter uses this default value and allows you the ability to specify a different chunk size when processing a document,https://go.documentation.sas.com/doc/en/pgmsascdc/v_059/casvtapg/cas-textrulescore-applyconcept.htm#SAS.cas-textrulescore-applyconcept-litichunksize,https://go.documentation.sas.com/doc/en/pgmsascdc/v_059/casvtapg/cas-textparse-tpparse.htm#SAS.cas-textparse-tpparse-litichunksize,202501
Analytics,SAS Visual Text Analytics,Azure Data Lake Storage is supported as a data source for VTA projects in SAS Model Studio,Azure Data Lake Storage (ADLS) is supported for SAS Visual Text Analytics. If you are using Azure Data Lake Storage (ADLS), then device code authentication is required when you refresh a data source or replace a data source,https://go.documentation.sas.com/doc/en/capcdc/v_030/ctxtcdc/ctxtug/n0i8uggj1tufurn1xbn47lm6kni4.htm,https://go.documentation.sas.com/doc/en/capcdc/v_030/ctxtcdc/ctxtug/n0i8uggj1tufurn1xbn47lm6kni4.htm,202412
Analytics,SAS Visual Text Analytics,Enhanced Proc: TEXTMINE,The SPELLCHECK statement for proc TEXTMINE specifies the options for learning misspelled terms and their corrections,https://go.documentation.sas.com/doc/en/pgmsascdc/v_058/casvta/casvta_textmine_syntax06.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_058/casvta/casvta_textmine_syntax06.htm,202412
Analytics,SAS Visual Text Analytics,Improved sorting for projects in SAS Model Studio,Using the table view on the Projects page, you can sort the list of projects by clicking the column header. For example, you can sort the projects by the project name or the date on which the project was last modified. Beginning with this release, when you return to a new session in Model Studio, the sort order is retained,https://go.documentation.sas.com/doc/en/capcdc/v_030/ctxtcdc/ctxtwn/n0h1b555j1u14fn123jcfy7kssk9.htm#p1fwjsc5mkpo68n1dent346bch31,https://go.documentation.sas.com/doc/en/capcdc/v_030/ctxtcdc/ctxtwn/n0h1b555j1u14fn123jcfy7kssk9.htm#p1fwjsc5mkpo68n1dent346bch31,202412
Analytics,SAS Visual Text Analytics,New Proc: TERMMAP,The TERMMAP procedure is a powerful tool for extracting and visualizing patterns and relationships within textual or transactional data. By identifying Boolean rules that are based on the occurrence of terms, the procedure helps you discover underlying structures in the data,https://go.documentation.sas.com/doc/en/pgmsascdc/v_058/casvta/casvta_termmap_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_058/casvta/casvta_termmap_toc.htm,202412
Analytics,SAS Visual Text Analytics,New Proc: TEXTSENTIMENT,The TEXTSENTIMENT procedure enables you to validate language interpretation for textual information (LITI) syntax and to compile an LI binary from a table of LITI rules. It also enables you to save the compiled model as a table,https://go.documentation.sas.com/doc/en/pgmsascdc/v_058/casvta/casvta_textsentiment_toc.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_058/casvta/casvta_textsentiment_toc.htm,202412
Analytics,SAS Visual Text Analytics,New Unmatched tab in the Interactive Window for the Categories, Concepts, Text Parsing and Topic nodes,a new Unmatched tab in the Interactive Window for the Categories node, the Concepts node, the Text Parsing node, and the Topics node. Depending on the node, this tab displays documents that do not match the selected concept, category, term,https://go.documentation.sas.com/doc/en/ctxtcdc/v_021/ctxtug/p0ardt2s3i6myvn1ny1c3h5n7iiv.htm#n12mcv5cm8lzjcn1wn0ws8lph5gh,https://go.documentation.sas.com/doc/en/ctxtcdc/v_021/ctxtug/p0xbh2f7h8311qn1ouwfpvbu5zkw.htm#p1tmpka36pgurln1bmr1ixw9guyv,202411
Analytics,SAS Visual Text Analytics,Enhancement to Action: a new language parameter for the applySentimentConcepts action,a new language parameter for the applySentimentConcepts action. When the language parameter is specified and the model parameter is not specified, the predefined model for the language is used for scoring. When both the language parameter and the model parameter are specified, the model that is specified with the model parameter is used and the value of the language parameter is ignored,https://go.documentation.sas.com/doc/en/pgmsascdc/v_057/casvtapg/cas-sentimentanalysis-applysentimentconcepts.htm,https://go.documentation.sas.com/doc/en/pgmsascdc/v_057/casvtapg/cas-sentimentanalysis-applysentimentconcepts.htm,202411
